id,host_id,host_since,host_response_time,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
19091,72880,1/23/2010,within an hour,t,1,t,t,Entire rental unit,3,1 bath,1,1,$67.00 ,1,365,2,23,34,177,474,7,4,4.89,4.95,4.88,4.97,4.67,4.91,5.07
79609,428909,3/7/2011,within an hour,t,1,t,t,Entire guest suite,4,1 bath,2,2,$105.00 ,3,90,9,19,36,236,400,41,2,4.95,4.94,4.98,4.98,4.82,4.93,4
89173,486093,4/5/2011,within an hour,t,3,t,t,Entire rental unit,2,1 bath,1,1,$125.00 ,3,30,4,18,45,278,414,16,2,4.94,4.94,4.94,4.95,4.98,4.89,8.77
162525,776684,7/4/2011,within an hour,t,3,t,t,Entire residential home,4,1 bath,2,2,$95.00 ,2,365,4,7,11,181,412,57,4,4.83,4.87,4.63,4.96,4.84,4.87,4
259868,1363780,11/2/2011,within an hour,f,4,t,f,Entire residential home,5,1 bath,2,3,$175.00 ,2,30,17,47,77,253,117,12,2,4.73,4.77,4.77,4.87,4.48,4.56,1.12
345394,1751871,2/14/2012,within an hour,t,2,t,t,Entire residential home,2,1 bath,1,1,$140.00 ,3,1125,12,27,57,68,472,47,2,4.86,4.87,4.85,4.93,4.81,4.75,9.01
405209,323664718,1/2/2020,within an hour,t,34,t,t,Entire rental unit,6,3 baths,3,6,$480.00 ,1,60,7,34,61,150,118,20,0,4.75,4.76,4.75,4.93,4.64,4.64,2.81
474197,99380986,10/12/2016,within an hour,f,6,t,t,Entire rental unit,6,2.5 baths,3,4,$186.00 ,1,365,16,33,63,318,49,13,4,4.84,4.84,4.86,4.65,4.76,4.8,0.46
718256,1340014,10/26/2011,within an hour,t,2,t,t,Entire residential home,6,1 bath,3,3,$53.00 ,2,30,4,11,41,251,311,21,1,4.88,4.91,4.78,4.94,4.79,4.93,3.63
755827,3978674,10/26/2012,within an hour,t,2,t,t,Entire residential home,4,1 bath,2,2,$108.00 ,3,30,3,9,9,9,497,36,4,4.83,4.92,4.72,4.91,4.68,4.81,5.22
812536,4271460,11/28/2012,within an hour,f,2,t,t,Entire condominium (condo),4,1 bath,2,2,$188.00 ,3,1125,21,41,71,71,45,10,1,4.82,4.84,4.96,4.67,4.69,4.67,0.48
812675,4271460,11/28/2012,within an hour,f,2,t,t,Entire condominium (condo),4,1 bath,2,2,$260.00 ,3,1125,0,0,4,4,59,0,0,4.88,4.89,4.98,4.93,4.7,4.66,0.55
904440,4837716,1/24/2013,within an hour,t,1,t,t,Entire residential home,10,2.5 baths,3,4,$406.00 ,2,14,9,39,54,125,66,15,3,4.76,4.73,4.64,4.92,4.61,4.61,0.72
917965,4900663,1/29/2013,within an hour,t,2,t,t,Entire residential home,6,2.5 baths,3,3,$224.00 ,3,30,10,15,35,243,149,30,3,4.88,4.85,4.89,4.92,4.93,4.81,1.94
921154,4951914,2/3/2013,within an hour,t,4,t,f,Entire rental unit,6,2 baths,3,3,$251.00 ,2,1125,9,39,48,247,162,10,1,4.9,4.88,4.9,4.9,4.94,4.89,3.96
938165,4605202,1/6/2013,within an hour,t,5,t,t,Entire residential home,12,4 baths,5,8,$597.00 ,3,30,23,39,69,312,159,2,0,4.67,4.73,4.82,4.9,4.77,4.64,1.55
947400,5134411,2/18/2013,within an hour,t,1,t,t,Entire bungalow,2,1 bath,1,1,$106.00 ,1,1125,6,13,21,211,513,63,7,4.95,4.96,4.93,4.98,4.81,4.88,5.83
1016337,929283,8/6/2011,within an hour,t,1,t,t,Entire rental unit,2,1 bath,1,1,$138.00 ,4,90,6,14,28,87,302,29,1,4.87,4.92,4.79,4.92,4.95,4.84,3.85
1331004,323664718,1/2/2020,within an hour,t,34,t,t,Entire rental unit,6,2 baths,3,6,$345.00 ,1,60,0,3,3,4,116,15,0,4.72,4.57,4.7,4.91,4.73,4.63,1.25
1718222,4844670,1/25/2013,within an hour,t,3,t,t,Entire rental unit,6,1 bath,2,2,$277.00 ,30,1125,0,8,34,39,22,1,0,4.77,4.86,4.91,4.95,4.45,4.41,0.37
1735922,4580360,1/3/2013,within an hour,f,2,t,t,Entire rental unit,8,1.5 baths,2,4,$125.00 ,3,30,18,44,74,151,91,8,4,4.56,4.7,4.37,4.82,4.4,4.62,1.85
1738168,9019370,9/23/2013,within an hour,t,1,t,t,Entire residential home,8,2.5 baths,4,4,$425.00 ,30,180,22,30,60,255,173,2,1,4.87,4.91,4.73,4.91,4.92,4.76,1.78
1943488,10052765,11/16/2013,within an hour,t,2,t,t,Entire guesthouse,6,1 bath,3,3,$134.00 ,2,31,10,24,54,108,241,20,2,4.92,4.95,4.91,4.99,4.92,4.86,4.41
2041350,2339252,5/10/2012,within an hour,t,24,t,t,Entire bungalow,6,1 bath,3,3,$250.00 ,3,1125,0,0,0,191,78,7,0,4.82,4.83,4.77,4.83,4.61,4.71,0.96
2055430,5421186,3/11/2013,within an hour,t,1,t,f,Entire residential home,2,1 bath,1,2,$109.00 ,4,14,2,15,45,45,370,50,2,4.93,4.95,4.96,4.96,4.75,4.84,4.29
2166380,11054506,1/6/2014,a few days or more,f,1,t,t,Entire rental unit,5,2 baths,3,,$175.00 ,30,30,17,47,58,247,180,0,0,4.75,4.85,4.73,4.74,4.35,4.82,1.92
2180692,3725969,10/1/2012,within an hour,t,0,t,t,Entire cottage,2,1 bath,1,2,$95.00 ,2,1125,7,19,28,88,441,50,3,4.85,4.86,4.86,4.93,4.7,4.84,5.05
2226543,11362234,1/16/2014,within an hour,t,16,t,t,Entire townhouse,8,2 baths,4,9,$259.00 ,1,365,17,47,77,255,182,14,1,4.77,4.81,4.71,4.95,4.42,4.68,4.08
2255065,11362234,1/16/2014,within an hour,t,16,t,t,Entire townhouse,8,2 baths,4,9,$306.00 ,1,365,16,46,76,251,203,20,0,4.68,4.78,4.71,4.94,4.2,4.66,2.16
2297440,11734377,1/28/2014,within an hour,t,4,t,t,Entire rental unit,4,1 bath,2,3,$101.00 ,1,1125,2,8,26,42,445,85,4,4.82,4.91,4.83,4.95,4.82,4.87,6.91
2386900,6489256,5/20/2013,within an hour,t,64,t,t,Entire condominium (condo),4,1 bath,,2,$299.00 ,3,7,0,0,0,0,14,0,0,4.86,4.71,5,5,5,4.62,0.45
2387122,6489256,5/20/2013,within an hour,t,64,t,t,Entire condominium (condo),6,2 baths,2,3,$278.00 ,3,7,0,0,0,0,32,0,0,4.94,4.94,4.97,5,5,4.87,0.34
2539803,13004929,3/10/2014,within an hour,t,1,t,t,Entire rental unit,2,1 bath,1,4,$150.00 ,2,1125,9,16,46,278,258,35,2,4.95,4.95,4.95,5,4.96,4.88,4.99
2676200,13701548,3/30/2014,within an hour,t,2,t,t,Entire residential home,8,3.5 baths,4,4,$595.00 ,2,1125,23,38,68,241,129,5,2,4.94,4.95,4.82,4.98,4.89,4.79,2.32
2686887,5868377,4/10/2013,within an hour,t,2,t,f,Entire residential home,2,1 bath,1,1,$70.00 ,3,10,3,3,30,41,198,10,2,4.93,4.96,4.98,4.96,4.65,4.82,3.32
2695902,13582442,3/26/2014,within an hour,t,1,t,t,Entire rental unit,2,1 bath,1,2,$102.00 ,30,1125,3,7,31,274,184,1,0,4.91,4.97,4.97,4.96,4.71,4.86,2.62
2701477,4983998,2/6/2013,within an hour,t,2,t,t,Entire rental unit,2,1 bath,1,1,$91.00 ,3,1125,0,19,44,44,267,34,4,4.79,4.84,4.89,4.95,4.73,4.81,4.07
2707647,6489256,5/20/2013,within an hour,t,64,t,t,Entire condominium (condo),4,1 bath,1,2,$299.00 ,3,7,0,0,0,0,4,0,0,5,5,5,5,4.5,5,0.05
2716497,4680678,1/12/2013,within an hour,t,1,t,t,Entire rental unit,4,1 bath,2,2,$99.00 ,2,7,8,10,23,207,136,31,0,4.82,4.83,4.6,4.95,4.71,4.76,1.56
2761805,6489256,5/20/2013,within an hour,t,64,t,t,Entire condominium (condo),4,1 bath,1,2,$249.00 ,3,7,0,0,0,0,21,0,0,4.95,4.86,4.95,4.95,4.9,4.81,0.23
2907553,4139221,11/13/2012,within a few hours,t,4,t,t,Entire guest suite,2,1 bath,1,1,$126.00 ,2,30,18,37,67,199,99,19,1,4.88,4.87,4.87,4.85,4.91,4.85,2.22
3057022,4575123,1/3/2013,within an hour,t,4,t,f,Entire residential home,6,1 bath,3,3,$174.00 ,1,1125,9,22,52,170,357,58,4,4.93,4.95,4.88,4.98,4.9,4.86,4.71
3065775,4871580,1/27/2013,within an hour,t,2,t,t,Entire residential home,15,2 baths,5,5,$671.00 ,30,1125,16,28,46,252,52,10,2,4.98,4.82,4.94,4.98,4.88,4.75,0.61
3167890,12212206,2/13/2014,within an hour,t,1,t,t,Entire guesthouse,2,1 bath,1,1,$106.00 ,2,30,10,35,46,46,139,30,3,4.95,5,4.95,4.97,4.91,4.92,4.01
3254756,776684,7/4/2011,within an hour,t,3,t,t,Entire rental unit,2,1 bath,,1,$79.00 ,2,365,13,21,46,298,242,38,5,4.8,4.84,4.61,4.95,4.83,4.84,2.9
3257647,16474497,6/6/2014,within an hour,f,1,t,f,Entire guesthouse,2,1 bath,,1,$97.00 ,3,1125,18,42,72,160,240,12,1,4.81,4.86,4.8,4.94,4.96,4.78,3.77
3485830,17552483,7/2/2014,within an hour,t,1,t,t,Entire cottage,6,2 baths,2,3,$279.00 ,2,1125,25,55,85,353,161,0,0,4.84,4.92,4.92,4.75,4.82,4.84,1.88
3979913,20628188,8/27/2014,within an hour,t,1,t,t,Entire residential home,2,1 bath,1,1,$127.00 ,30,65,21,23,31,96,71,5,0,4.94,4.86,4.87,4.97,4.85,4.86,1.05
3987573,20670158,8/28/2014,within an hour,t,1,t,t,Entire rental unit,4,1 bath,2,2,$100.00 ,2,69,3,16,40,182,52,27,4,5,4.98,4.92,5,4.79,4.94,2.23
4013485,6027394,4/21/2013,a few days or more,f,1,t,t,Entire residential home,6,2 baths,3,,$99.00 ,30,800,1,31,61,336,164,1,0,4.83,4.88,4.88,4.93,4.87,4.84,3.74
4286404,16702162,6/12/2014,within an hour,t,3,t,t,Entire residential home,6,2 baths,3,3,$475.00 ,29,1125,11,24,53,285,24,1,1,4.96,4.96,5,5,4.88,4.75,0.36
4556399,23619270,11/11/2014,within an hour,t,4,t,t,Entire rental unit,4,1 bath,1,2,$106.00 ,2,60,8,23,46,234,293,30,5,4.93,4.95,4.93,4.97,4.65,4.88,4.22
4557069,23623763,11/11/2014,within an hour,t,2,t,t,Entire residential home,12,3.5 baths,4,5,$700.00 ,2,1125,22,38,62,114,116,12,1,4.9,4.96,4.87,4.9,4.96,4.83,2.96
4613859,4254532,11/26/2012,within a few hours,f,1,t,t,Entire place,3,1 bath,,2,$115.00 ,30,1125,12,12,41,271,114,1,1,4.84,4.9,4.89,4.89,4.84,4.67,1.75
4634936,287733,11/15/2010,within an hour,f,3,t,t,Entire guest suite,2,1 bath,1,1,$93.00 ,4,1124,3,14,14,230,317,8,1,4.83,4.88,4.7,4.98,4.89,4.77,10.31
4680807,6489256,5/20/2013,within an hour,t,64,t,t,Entire condominium (condo),2,1 bath,,1,$279.00 ,3,7,0,0,0,0,9,0,0,4.89,4.78,5,5,5,4.89,0.16
4777423,3696990,9/27/2012,within an hour,f,3,t,f,Entire residential home,2,1 bath,1,1,$76.00 ,1,1125,3,12,33,281,429,104,5,4.74,4.83,4.63,4.89,4.88,4.83,10.59
4821308,3489816,9/6/2012,within an hour,t,1,t,t,Entire residential home,10,3.5 baths,5,7,$886.00 ,3,1125,11,32,62,295,123,3,0,4.98,4.94,4.93,5,4.88,4.78,5.93
4873592,5880301,4/11/2013,within an hour,t,2,t,f,Entire rental unit,2,1 bath,1,1,$80.00 ,3,1125,0,0,0,0,297,52,5,4.92,4.94,4.98,4.99,4.95,4.92,4.25
4924338,22581070,10/15/2014,within an hour,f,1,t,t,Entire townhouse,5,2 baths,2,2,$250.00 ,2,365,19,42,72,316,3,0,0,5,5,5,5,5,5,0.06
4963959,6489256,5/20/2013,within an hour,t,64,t,t,Entire condominium (condo),2,1 bath,,1,$149.00 ,3,7,0,0,0,0,2,0,0,5,5,5,5,5,4.5,0.06
5006940,4393001,12/12/2012,within an hour,f,2,t,f,Entire guesthouse,2,1 bath,,1,$125.00 ,30,93,3,3,5,217,32,2,0,4.66,4.84,4.66,4.97,4.94,4.66,0.42
5016856,8118306,8/12/2013,within an hour,t,41,t,t,Entire rental unit,4,1 bath,2,2,$245.00 ,3,1125,16,18,42,281,110,28,3,4.63,4.76,4.63,4.9,4.94,4.7,2.42
5037769,26005508,1/12/2015,within an hour,f,1,t,t,Entire residential home,6,2 baths,3,3,$181.00 ,3,1125,6,8,19,35,124,12,2,4.89,4.95,4.72,4.96,4.89,4.9,3.3
5082219,1450094,11/28/2011,within an hour,t,3,t,t,Entire residential home,8,2 baths,3,5,$287.00 ,3,1125,6,12,31,189,301,42,4,4.75,4.79,4.58,4.9,4.95,4.66,4.38
5144861,26598201,1/23/2015,within an hour,t,7,t,t,Entire rental unit,2,1 bath,,1,$60.00 ,30,1125,6,36,66,341,87,1,0,4.87,4.94,4.9,4.94,4.74,4.78,1.28
5145055,26599411,1/23/2015,within an hour,t,2,t,t,Entire guesthouse,2,1 bath,1,1,$102.00 ,7,1125,9,9,9,14,150,7,0,4.93,4.98,4.98,4.98,4.88,4.87,3.06
5152596,26642486,1/24/2015,within an hour,f,10,t,t,Entire rental unit,4,1.5 baths,2,3,$135.00 ,2,1125,16,44,74,164,180,30,2,4.51,4.72,4.75,4.7,4.36,4.66,3.12
5205742,6489256,5/20/2013,within an hour,t,64,t,t,Entire condominium (condo),4,1 bath,1,2,$299.00 ,3,7,0,0,0,0,6,0,0,5,4.83,5,5,4.67,5,0.07
5287282,27376428,2/7/2015,within an hour,t,1,t,t,Entire rental unit,2,1 bath,1,1,$99.00 ,1,1125,5,21,50,279,41,26,5,4.93,5,4.83,4.98,4.93,4.98,2.64
5315866,27536553,2/10/2015,within an hour,t,1,t,t,Entire guesthouse,4,1 bath,1,2,$264.00 ,1,1125,19,46,76,340,77,14,2,4.9,4.99,4.92,4.99,4.99,4.59,1.04
5416828,4580360,1/3/2013,within an hour,f,2,t,t,Entire rental unit,8,1.5 baths,2,4,$125.00 ,3,30,18,40,70,152,64,6,1,4.45,4.59,4.19,4.72,4.52,4.53,0.9
5481177,28424973,2/26/2015,within an hour,t,3,t,t,Entire residential home,8,4.5 baths,4,4,$721.00 ,1,32,8,13,38,169,32,12,2,4.97,5,4.91,5,5,4.84,0.49
5482001,5593272,3/23/2013,within an hour,f,1,t,t,Entire residential home,4,2 baths,2,2,$175.00 ,30,160,0,21,51,72,188,26,2,4.74,4.83,4.71,4.95,4.88,4.83,2.47
5562453,28048786,2/20/2015,within an hour,f,2,t,f,Entire residential home,4,2 baths,2,2,$182.00 ,30,1125,26,56,86,86,158,9,3,4.78,4.85,4.86,4.87,4.66,4.73,2.33
5640937,13466196,3/24/2014,within an hour,t,1,t,t,Entire residential home,4,1 bath,2,3,$179.00 ,1,15,7,14,31,206,367,51,2,4.93,4.96,4.81,4.99,4.89,4.87,5.8
5716127,11360881,1/16/2014,within an hour,t,1,t,f,Entire residential home,4,1 bath,2,3,$105.00 ,1,1125,6,35,65,148,161,0,0,4.88,4.91,4.83,4.97,4.51,4.77,2.64
5815596,30177142,3/28/2015,within an hour,t,1,t,t,Entire rental unit,2,1 bath,1,1,$115.00 ,3,1125,10,21,23,215,132,24,5,4.91,4.94,4.77,4.98,4.94,4.89,1.99
5860702,2123107,4/12/2012,within an hour,t,3,t,t,Entire guesthouse,2,1 bath,1,1,$185.00 ,2,30,4,24,54,126,208,29,4,4.9,4.92,4.97,4.96,4.76,4.83,2.62
5862231,30436946,4/1/2015,within an hour,t,1,t,t,Entire rental unit,6,1.5 baths,2,2,$136.00 ,3,1125,7,24,44,259,164,23,2,4.87,4.95,4.96,4.99,4.73,4.89,2.14
5910933,16702162,6/12/2014,within an hour,t,3,t,t,Entire residential home,4,2 baths,2,2,$325.00 ,3,1125,12,37,63,309,12,2,0,5,5,4.83,5,4.92,4.67,0.18
5990764,31104427,4/12/2015,within an hour,t,1,t,t,Entire rental unit,2,1 bath,1,1,$83.00 ,2,30,6,6,6,6,174,14,0,4.96,4.98,4.97,4.98,4.92,4.95,5.69
5999843,323664718,1/2/2020,within an hour,t,34,t,t,Entire residential home,8,3 baths,4,7,$699.00 ,1,60,0,8,38,132,127,19,0,4.83,4.86,4.83,4.89,4.77,4.75,2.31
6075585,17167006,6/23/2014,within an hour,f,1,t,t,Entire residential home,2,1 bath,1,1,$164.00 ,5,1125,7,13,37,124,77,5,0,4.85,4.84,4.81,5,4.86,4.77,1.11
6167200,31995050,4/26/2015,within an hour,t,1,t,t,Entire guest suite,2,1 bath,,2,$107.00 ,2,1125,14,25,50,290,236,45,6,4.94,4.96,4.95,4.95,4.92,4.89,3.58
6186691,21640492,9/22/2014,within an hour,t,1,t,t,Entire residential home,10,2 baths,4,5,$351.00 ,3,31,2,6,10,98,170,19,3,4.87,4.93,4.67,4.86,4.99,4.83,2.33
6201768,32161932,4/28/2015,within an hour,f,1,t,t,Entire guest suite,4,2 baths,2,3,$137.00 ,1,1125,0,6,6,6,244,0,0,4.98,4.99,4.96,4.98,4.83,4.91,3.23
6237771,32370697,5/1/2015,within an hour,t,1,t,t,Entire residential home,4,1.5 baths,2,3,$94.00 ,30,1125,0,0,0,39,171,0,0,4.63,4.78,4.35,4.88,4.65,4.71,2.78
6388425,4557540,1/2/2013,within an hour,f,1,t,t,Entire bungalow,4,1 bath,2,2,$97.00 ,3,1125,9,12,32,98,322,45,5,4.74,4.82,4.75,4.88,4.31,4.75,5
6589875,46735263,10/16/2015,within an hour,f,6,t,t,Entire rental unit,4,1 bath,2,3,$183.00 ,1,90,11,38,64,324,288,10,1,4.76,4.88,4.84,4.82,4.84,4.79,4.5
6704975,46735263,10/16/2015,within an hour,f,6,t,t,Entire rental unit,4,1 bath,2,3,$189.00 ,1,1125,23,45,70,317,290,10,1,4.84,4.93,4.87,4.81,4.86,4.83,4.43
6769108,30380474,3/31/2015,within an hour,t,2,t,t,Entire loft,2,1 bath,1,1,$190.00 ,3,30,19,42,72,89,116,29,2,4.95,4.99,5,5,4.98,4.95,2.41
6865123,30797083,4/7/2015,within an hour,t,1,t,f,Entire guest suite,3,1 bath,1,2,$131.00 ,1,1125,4,31,60,307,79,17,3,4.97,4.95,4.96,5,4.96,4.92,1.08
7010180,34552265,5/30/2015,within a few hours,t,2,t,t,Entire rental unit,4,1 bath,3,4,$150.00 ,30,1125,3,33,63,208,102,1,0,4.85,4.93,4.83,4.81,4.62,4.85,1.96
7025410,3842889,10/11/2012,within an hour,f,8,t,t,Entire rental unit,2,1 bath,1,1,$95.00 ,2,1125,7,23,51,132,272,37,1,4.46,4.68,4.64,4.77,4.48,4.53,4.41
7181725,37625340,7/5/2015,within an hour,f,5,t,t,Entire residential home,4,1 bath,2,2,$100.00 ,31,1125,21,51,53,113,74,2,1,4.85,4.86,4.84,4.96,4.39,4.8,1.29
7360732,3842889,10/11/2012,within an hour,f,8,t,t,Entire rental unit,2,1 bath,1,1,$75.00 ,2,1125,10,28,53,143,266,38,3,4.39,4.55,4.61,4.79,4.37,4.43,5.46
7472947,15967427,5/25/2014,within a day,t,3,t,t,Entire guesthouse,2,1 bath,1,1,$83.00 ,30,1125,0,5,35,210,78,9,0,4.83,4.94,4.9,5,4.96,4.91,2.36
7556862,39610222,7/26/2015,within an hour,t,1,t,t,Entire residential home,2,1 bath,1,1,$99.00 ,2,1125,0,4,34,34,82,0,0,4.93,4.99,4.87,5,4.88,4.94,2.18
7577040,39727368,7/27/2015,within an hour,t,4,t,t,Entire residential home,4,2 baths,2,2,$224.00 ,2,1124,10,29,41,78,194,37,3,4.94,4.99,4.96,4.97,4.81,4.86,2.63
7577153,39727368,7/27/2015,within an hour,t,4,t,t,Entire guesthouse,2,1 bath,,1,$80.00 ,30,1125,0,0,0,1,107,0,0,4.75,4.87,4.87,4.87,4.87,4.76,2.35
7597420,39836455,7/28/2015,within an hour,t,3,t,t,Entire cottage,6,2 baths,3,8,$230.00 ,1,30,13,34,59,305,88,10,1,4.97,4.9,5,4.97,4.84,4.84,1.56
7619907,39965163,7/29/2015,within an hour,t,1,t,f,Entire rental unit,2,1 bath,1,1,$61.00 ,2,11,4,6,11,157,374,70,4,4.84,4.89,4.79,4.96,4.84,4.88,5.87
8090951,16003532,5/26/2014,within an hour,t,1,t,t,Entire residential home,2,1 bath,1,2,$125.00 ,2,28,8,21,26,78,251,27,3,4.95,4.99,5,4.99,4.88,4.93,3.71
8311238,23619270,11/11/2014,within an hour,t,4,t,t,Entire rental unit,4,1 bath,1,2,$108.00 ,2,60,5,16,36,262,258,43,4,4.91,4.96,4.91,4.96,4.82,4.9,5.1
8398616,44248600,9/15/2015,within an hour,t,1,t,t,Entire residential home,4,2 baths,2,2,$421.00 ,3,1125,12,39,69,311,96,11,1,5,5,5,5,4.98,4.94,1.43
8500326,44760886,9/21/2015,within an hour,f,3,t,t,Entire townhouse,6,1 bath,3,3,$160.00 ,1,1125,23,51,81,350,236,38,1,4.6,4.74,4.69,4.93,4.58,4.64,4.3
8863037,3842889,10/11/2012,within an hour,f,8,t,t,Entire rental unit,2,1 bath,1,1,$96.00 ,2,1125,12,29,59,137,237,34,2,4.52,4.66,4.72,4.76,4.57,4.59,3.71
9065704,5880301,4/11/2013,within an hour,t,2,t,f,Entire rental unit,2,1 bath,1,,$76.00 ,3,30,4,14,24,62,102,29,4,4.98,4.97,5,5,4.94,4.92,3.06
9112437,47488492,10/26/2015,within an hour,t,1,t,f,Entire rental unit,2,1 bath,1,1,$114.00 ,3,28,11,25,52,293,139,18,2,4.8,4.86,4.81,4.92,4.87,4.9,2.41
9348864,4605202,1/6/2013,within an hour,t,5,t,t,Entire residential home,10,2.5 baths,5,6,$610.00 ,3,60,23,48,76,327,109,5,0,4.83,4.83,4.9,4.9,4.77,4.69,1.69
9471119,26642486,1/24/2015,within an hour,f,10,t,t,Entire rental unit,2,1 bath,,1,$82.00 ,2,1125,13,39,65,155,252,44,1,4.44,4.67,4.68,4.7,4.39,4.61,3.65
9512930,48879483,11/12/2015,within an hour,f,3,t,t,Entire residential home,2,1 bath,,1,$48.00 ,1,1125,6,9,19,231,383,71,1,4.59,4.75,4.64,4.98,4.69,4.69,5.49
9688817,50042939,11/28/2015,within an hour,t,1,t,t,Entire rental unit,2,1 bath,1,1,$89.00 ,2,90,0,0,0,0,265,27,5,4.97,4.95,4.97,4.96,4.87,4.91,4.29
9748421,50286585,12/1/2015,within an hour,t,1,t,f,Entire residential home,4,1 bath,1,1,$135.00 ,3,1125,12,19,43,244,139,35,7,4.98,4.99,4.86,4.99,4.85,4.92,2.79
9809744,39839266,7/28/2015,within an hour,t,13,t,t,Entire residential home,6,1 bath,2,4,$158.00 ,3,1000,29,59,89,179,94,13,3,4.67,4.8,4.89,4.92,4.63,4.64,1.8
9832669,50638750,12/6/2015,within an hour,t,1,t,t,Entire guest suite,2,1 bath,1,1,$69.00 ,1,60,3,16,30,94,430,80,5,4.85,4.92,4.9,4.97,4.69,4.83,11.46
9926654,39839266,7/28/2015,within an hour,t,13,t,t,Entire townhouse,8,2 baths,3,4,$312.00 ,3,1000,25,55,83,185,153,9,1,4.74,4.84,4.84,4.95,4.45,4.77,2.23
9945359,39839266,7/28/2015,within an hour,t,13,t,t,Entire condominium (condo),6,1 bath,2,3,$255.00 ,3,1000,26,56,86,168,109,20,1,4.77,4.81,4.85,4.94,4.87,4.77,1.62
9999670,7319703,7/6/2013,within an hour,f,5,t,t,Entire residential home,4,1 bath,2,2,$110.00 ,1,365,14,25,55,288,351,68,3,4.81,4.9,4.86,4.96,4.82,4.82,5.15
10118838,39836455,7/28/2015,within an hour,t,3,t,t,Entire cottage,4,2 baths,2,2,$210.00 ,1,365,22,52,82,347,25,4,1,5,5,5,5,4.79,4.92,0.46
10132016,51995923,12/22/2015,within an hour,f,1,t,f,Entire residential home,8,2.5 baths,4,4,$600.00 ,1,1125,25,54,84,334,85,4,0,4.94,4.94,4.94,4.95,4.79,4.91,1.27
10300376,52995579,1/2/2016,within an hour,t,2,t,t,Entire residential home,6,2.5 baths,3,3,$439.00 ,2,1125,21,39,42,273,20,8,2,4.85,4.85,4.8,5,4.9,4.75,0.49
10316675,1350940,10/30/2011,within an hour,t,13,t,t,Entire guesthouse,2,1 bath,1,1,$148.00 ,2,120,13,23,41,124,108,45,3,4.97,4.95,4.94,4.97,4.96,4.88,4.19
10357959,53309281,1/4/2016,within an hour,t,3,t,t,Entire residential home,6,1.5 baths,3,4,$308.00 ,30,1125,29,59,89,350,107,10,0,4.67,4.75,4.76,4.9,4.65,4.73,1.81
10363592,48882251,11/12/2015,within an hour,t,5,t,t,Entire residential home,4,1 bath,2,2,$175.00 ,2,1125,0,0,20,20,76,5,0,4.69,4.88,4.76,4.62,4.58,4.68,1.74
10439237,46572687,10/14/2015,within an hour,f,2,t,t,Entire townhouse,8,1 bath,3,4,$100.00 ,2,1125,8,27,45,306,149,16,1,4.34,4.52,4.44,4.77,4.36,4.53,3.06
10476839,24831365,12/14/2014,within an hour,t,0,t,t,Entire residential home,10,3.5 baths,5,8,$552.00 ,2,1124,22,49,79,335,87,12,2,4.68,4.75,4.64,4.88,4.86,4.7,1.27
10535114,5951318,4/16/2013,within a day,f,5,t,t,Entire rental unit,6,2 baths,3,3,$200.00 ,30,1125,20,50,80,355,41,3,1,4.64,4.74,4.85,4.69,4.79,4.67,1.13
10541702,26598201,1/23/2015,within an hour,t,7,t,t,Entire rental unit,6,2 baths,3,4,$60.00 ,30,1125,0,3,17,260,97,2,0,4.87,4.85,4.86,4.96,4.81,4.88,1.53
10542368,26598201,1/23/2015,within an hour,t,7,t,t,Entire rental unit,6,2 baths,3,4,$75.00 ,30,1125,0,1,1,157,114,2,0,4.93,4.96,4.94,4.97,4.79,4.9,3.35
10565821,50825426,12/8/2015,within an hour,f,3,t,t,Entire condominium (condo),8,1 bath,2,4,$306.00 ,1,30,4,20,35,256,252,75,3,4.62,4.63,4.74,4.76,4.83,4.59,4.88
10608896,50825426,12/8/2015,within an hour,f,3,t,t,Entire condominium (condo),8,2 baths,2,4,$255.00 ,1,30,6,22,43,264,208,55,2,4.65,4.7,4.63,4.75,4.92,4.62,3.07
10616097,54784950,1/15/2016,within an hour,f,1,t,t,Entire residential home,6,2 baths,2,2,$155.00 ,2,14,17,33,53,290,51,5,1,4.88,4.9,4.78,4.88,4.64,4.91,1.96
10619457,49388281,11/19/2015,within an hour,f,2,t,t,Entire residential home,6,2 baths,2,3,$93.00 ,2,1125,11,29,55,297,186,12,0,4.67,4.81,4.75,4.74,4.23,4.73,3.85
10709611,4865581,1/27/2013,within an hour,f,2,t,t,Entire residential home,4,1 bath,2,3,$132.00 ,2,1125,4,6,36,117,166,10,0,4.65,4.81,4.59,4.94,4.91,4.68,2.46
10730074,55460068,1/20/2016,within an hour,f,1,t,t,Entire townhouse,8,2.5 baths,4,6,$650.00 ,3,1125,10,29,55,292,27,1,0,4.96,4.96,4.96,5,4.96,4.96,0.44
10790459,55837234,1/23/2016,within an hour,t,1,t,t,Entire residential home,6,2 baths,3,3,$196.00 ,2,1125,8,20,49,108,274,37,3,4.99,4.96,4.97,4.97,4.94,4.97,4.25
