id,host_id,host_since,host_response_time,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
34536676,69050541,4/26/2016,within an hour,t,1,t,f,Entire residential home,6,3 baths,3,3,$286.00 ,3,1125,16,42,72,103,105,37,0,4.72,4.91,4.89,4.91,4.26,4.76,3.5
34567694,157318848,11/3/2017,within an hour,t,4,t,f,Entire residential home,10,4 baths,5,9,$400.00 ,2,365,20,50,80,288,59,20,3,4.75,4.81,4.9,4.95,4.64,4.69,2.1
34638756,114027840,1/30/2017,within an hour,t,3,t,f,Entire residential home,8,2.5 baths,4,5,$536.00 ,2,30,2,19,19,233,36,14,1,5,5,5,5,5,4.94,1.6
34678296,130520586,5/16/2017,within an hour,f,1,t,t,Entire residential home,7,1 bath,3,5,$170.00 ,1,1125,20,50,80,335,37,11,4,4.42,4.53,4.58,4.92,4.19,4.58,1.78
34853933,253070425,4/3/2019,within an hour,t,1,t,f,Entire residential home,7,2 baths,2,4,$309.00 ,1,1125,23,47,74,240,68,30,1,4.99,4.94,4.91,4.97,4.75,4.91,40
34974636,97854792,10/3/2016,within an hour,f,3,t,t,Entire condominium (condo),4,2 baths,2,2,$174.00 ,1,1125,6,12,23,65,109,55,4,4.81,4.92,4.81,4.71,4.95,4.84,4.29
35012946,64823547,3/28/2016,within an hour,t,30,t,t,Entire cottage,2,1 bath,1,1,$159.00 ,1,60,0,20,50,325,21,11,0,4.81,4.81,4.95,4.95,4.81,4.86,0.98
35163841,56037377,1/25/2016,within an hour,f,6,t,f,Entire residential home,8,3.5 baths,4,6,$504.00 ,3,1125,26,48,76,211,33,21,2,5,5,4.88,4.97,5,5,10.1
35259383,119810125,3/8/2017,within an hour,t,1,t,t,Entire rental unit,6,1 bath,2,3,$193.00 ,2,1125,16,42,58,146,53,19,0,4.9,4.9,4.92,4.98,4.73,4.87,2.08
35319300,265930241,6/2/2019,a few days or more,f,0,t,f,Entire residential home,3,1 bath,2,3,$175.00 ,28,28,29,59,89,89,1,0,0,3,1,5,4,2,4,0.05
35342450,266077588,6/3/2019,within a few hours,f,1,t,t,Entire residential home,8,1 bath,3,4,$186.00 ,2,1125,0,0,0,4,20,6,0,4.8,4.7,4.9,5,4.55,4.65,2.61
35384404,266377138,6/4/2019,within an hour,t,2,t,t,Entire rental unit,6,2 baths,3,3,$202.00 ,3,1125,10,22,48,61,55,29,2,4.95,4.96,4.98,4.98,4.93,4.89,2.43
35387262,66925019,4/12/2016,within an hour,t,19,t,t,Entire rental unit,8,2 baths,3,5,$328.00 ,2,90,8,36,36,36,32,16,0,4.88,4.94,4.88,5,4.81,4.78,7.27
35414378,9288450,10/7/2013,within an hour,f,42,t,t,Entire rental unit,3,1.5 baths,1,1,$106.00 ,1,1125,23,53,79,116,56,24,0,4.46,4.54,4.68,4.57,4.84,4.5,13.77
35457749,266772962,6/6/2019,within an hour,t,2,t,t,Entire rental unit,4,1 bath,1,2,$92.00 ,1,1125,11,24,34,72,73,24,9,4.9,4.95,4.78,4.96,4.97,4.84,2.81
35512662,267171062,6/8/2019,within an hour,t,1,t,t,Entire condominium (condo),4,1 bath,1,2,$165.00 ,1,1125,0,0,0,0,52,31,3,4.81,4.79,4.71,4.81,4.81,4.69,1.84
35638981,268109406,6/12/2019,within an hour,t,1,t,f,Entire rental unit,4,1.5 baths,2,3,$120.00 ,2,1125,8,12,12,62,99,50,5,4.93,4.96,4.94,4.96,4.8,4.9,4.14
35643771,79536985,6/23/2016,within an hour,f,1,t,t,Entire guest suite,6,1 bath,2,3,$102.00 ,2,10,17,17,17,17,36,19,1,4.75,4.64,4.86,4.78,4.44,4.75,8.18
35686859,9288450,10/7/2013,within an hour,f,42,t,t,Entire rental unit,4,1 bath,1,1,$100.00 ,1,130,21,49,75,75,30,3,1,4.1,4.07,4.38,4.21,4.62,4.21,1.05
35687103,9288450,10/7/2013,within an hour,f,42,t,t,Entire rental unit,4,1 bath,1,2,$122.00 ,1,1125,12,33,59,59,39,8,4,4.59,4.38,4.69,4.85,4.92,4.69,23.88
35710681,106763,4/11/2010,within an hour,f,2,t,t,Entire residential home,5,1 bath,3,4,$225.00 ,1,60,19,46,76,255,67,36,4,4.87,4.9,4.79,4.85,4.96,4.76,2.65
35718101,137589311,6/29/2017,within a few hours,f,10,t,f,Entire rental unit,10,2.5 baths,4,5,$450.00 ,2,60,18,46,69,69,38,10,1,4.68,4.58,4.87,4.71,4.63,4.63,1.32
35790397,8329708,8/22/2013,within an hour,t,9,t,t,Entire townhouse,10,3 baths,5,10,$450.00 ,3,1125,17,38,66,179,57,27,2,4.84,4.91,4.89,4.95,4.61,4.82,2.51
35809220,252108826,3/30/2019,within an hour,t,2,t,t,Entire residential home,8,2 baths,3,3,$365.00 ,30,1125,30,60,90,365,12,0,0,4.92,5,5,4.92,4.67,4.83,0.42
35870579,131348835,5/21/2017,within an hour,t,1,t,t,Entire residential home,4,1 bath,2,2,$150.00 ,2,1125,6,15,21,179,48,35,3,4.96,4.94,4.98,4.98,4.96,4.92,7.02
35872920,137589311,6/29/2017,within a few hours,f,10,t,f,Entire rental unit,4,1.5 baths,1,1,$100.00 ,1,60,12,20,41,41,46,15,1,4.73,4.83,4.7,4.78,4.59,4.8,1.84
35906761,30016521,3/25/2015,within an hour,t,0,t,t,Entire residential home,5,1.5 baths,2,4,$164.00 ,2,1125,0,0,0,0,70,35,3,4.97,4.94,4.97,4.99,4.91,4.9,3.19
35927811,69005192,4/26/2016,within an hour,f,1,t,t,Entire townhouse,8,2.5 baths,2,4,$125.00 ,2,1125,27,57,87,87,35,16,1,4.26,4.71,4.54,4.57,4.34,4.31,1.23
35939659,9288450,10/7/2013,within an hour,f,42,t,t,Entire rental unit,4,1.5 baths,1,2,$100.00 ,1,1125,14,40,64,101,41,13,4,4.1,4.1,4.39,4.59,4.76,4.29,1.81
35940951,270338573,6/21/2019,within an hour,t,2,t,t,Entire residential home,16,2 baths,4,7,$398.00 ,2,1125,22,52,78,78,52,19,1,5,4.96,5,5,4.85,4.96,1.97
35942187,270349076,6/21/2019,within an hour,t,3,t,f,Entire residential home,10,2 baths,3,5,$213.00 ,3,1125,18,48,78,162,65,21,2,4.77,4.85,4.8,4.86,4.23,4.8,2.45
35947242,74172257,5/26/2016,within an hour,t,2,t,t,Entire residential home,10,2 baths,3,7,$311.00 ,2,1125,22,45,67,153,10,10,1,5,5,5,5,4.9,4.8,1.57
35997987,270514344,6/22/2019,within an hour,t,2,t,f,Entire guest suite,4,1 bath,2,3,$100.00 ,1,1125,9,27,57,315,40,19,5,4.88,4.88,5,5,4.88,4.78,7.41
36027128,63439266,3/18/2016,within an hour,t,1,t,t,Entire residential home,4,2.5 baths,2,5,$227.00 ,2,1125,6,21,27,104,53,36,4,5,5,4.87,5,4.92,4.87,2.33
36061385,8409054,8/26/2013,within an hour,f,1,t,t,Entire guesthouse,4,1 bath,2,2,$85.00 ,90,1125,0,0,0,190,4,2,0,5,5,5,5,5,5,0.17
36076819,270349076,6/21/2019,within an hour,t,3,t,f,Entire residential home,10,2 baths,3,5,$245.00 ,3,1125,12,42,65,152,75,29,1,4.78,4.86,4.92,4.84,4.34,4.77,3.09
36079133,271415082,6/25/2019,within an hour,t,0,t,f,Entire residential home,6,2 baths,3,4,$229.00 ,2,1125,13,24,49,49,86,38,4,4.97,4.98,4.97,4.98,4.91,4.95,20.16
36108496,151238588,9/19/2017,within an hour,f,5,t,t,Entire residential home,6,2 baths,2,2,$300.00 ,30,1125,0,19,49,320,14,6,0,4.71,4.64,4.93,4.57,4.93,4.57,0.5
36152868,64981903,3/29/2016,within an hour,f,4,t,t,Entire residential home,5,1.5 baths,2,4,$90.00 ,1,28,5,22,22,22,165,72,3,4.82,4.81,4.9,4.98,4.78,4.81,6.27
36170236,43974450,9/11/2015,within an hour,t,0,t,t,Entire rental unit,2,1 bath,1,1,$116.00 ,2,1125,10,27,53,53,53,18,5,4.96,4.96,5,5,4.94,4.89,1.98
36177507,9288450,10/7/2013,within an hour,f,42,t,t,Entire rental unit,4,1 bath,,2,$105.00 ,1,1125,18,48,74,74,62,26,0,4.41,4.54,4.46,4.69,4.74,4.46,2.54
36178328,270048714,6/20/2019,within an hour,t,0,t,f,Entire residential home,6,2 baths,2,4,$220.00 ,2,1125,0,1,5,5,83,47,3,4.93,4.95,4.96,5,4.81,4.92,8.19
36206988,137589311,6/29/2017,within a few hours,f,10,t,f,Entire rental unit,4,1.5 baths,1,1,$75.00 ,1,60,1,12,38,38,42,18,0,4.4,4.6,4.6,4.29,4.38,4.33,1.79
36207753,137589311,6/29/2017,within a few hours,f,10,t,f,Entire rental unit,6,2 baths,2,2,$141.00 ,1,60,15,28,54,54,40,15,0,4.85,4.95,4.9,4.83,4.63,4.8,1.45
36208143,137589311,6/29/2017,within a few hours,f,10,t,f,Entire rental unit,6,2 baths,2,2,$145.00 ,1,60,9,24,50,50,27,12,0,4.44,4.78,4.63,4.52,4.59,4.7,0.95
36227801,9288450,10/7/2013,within an hour,f,42,t,t,Entire rental unit,4,1.5 baths,1,2,$109.00 ,1,365,15,41,67,67,63,44,0,4.33,4.46,4.4,4.59,4.71,4.38,2.88
36231079,272504001,6/30/2019,within a few hours,t,1,t,f,Entire residential home,6,2 baths,2,3,$250.00 ,30,1125,12,26,40,255,37,25,1,4.89,4.78,4.75,4.83,4.97,4.72,1.39
36235318,137589311,6/29/2017,within a few hours,f,10,t,f,Entire rental unit,6,2.5 baths,2,3,$166.00 ,1,60,0,5,31,31,13,3,0,4.85,4.92,4.85,4.62,4.46,4.85,0.48
36244128,272616053,7/1/2019,within an hour,t,1,t,f,Entire residential home,7,2 baths,3,5,$307.00 ,2,140,16,46,76,167,76,33,3,4.96,4.97,4.97,5,4.83,4.92,2.83
36259121,272703283,7/1/2019,within an hour,f,1,t,t,Entire residential home,9,2 baths,4,5,$221.00 ,2,1125,14,38,68,310,75,27,1,4.49,4.57,4.49,4.77,4.2,4.51,2.87
36262701,119291090,3/5/2017,within an hour,f,12,t,t,Entire guest suite,2,1 bath,1,1,$191.00 ,1,1125,19,43,73,348,18,16,0,4.33,4.44,4.56,4.39,4.78,4.56,2.08
36297892,84327527,7/17/2016,within an hour,t,2,t,f,Entire rental unit,6,1 bath,,3,$180.00 ,3,1125,15,45,75,237,20,2,1,5,4.95,5,5,5,4.95,0.97
36305714,37614659,7/5/2015,within an hour,t,10,t,t,Entire rental unit,4,1 bath,2,2,$137.00 ,2,1125,11,14,33,233,84,46,3,4.98,4.98,4.99,4.98,4.92,4.9,3.42
36310744,8118306,8/12/2013,within an hour,t,41,t,t,Entire condominium (condo),2,1 bath,1,1,$143.00 ,30,1125,20,50,75,243,24,3,0,4.75,4.79,4.63,4.75,4.67,4.71,2.33
36313134,8118306,8/12/2013,within an hour,t,41,t,t,Entire rental unit,4,1.5 baths,2,2,$131.00 ,99,1125,30,60,90,90,16,1,0,4.63,4.69,4.44,4.63,4.31,4.44,0.75
36339379,33778483,5/19/2015,within an hour,f,1,t,f,Entire rental unit,4,1 bath,1,2,$94.00 ,2,365,10,13,43,119,65,36,5,4.54,4.66,4.57,4.77,4.83,4.63,2.88
36389445,84327527,7/17/2016,within an hour,t,2,t,f,Entire rental unit,6,1 bath,,3,$185.00 ,3,1125,10,37,67,228,59,31,2,4.98,5,4.95,5,4.98,4.97,59
36419057,84327527,7/17/2016,within an hour,t,2,t,f,Entire rental unit,8,2 baths,3,4,$257.00 ,3,1125,16,33,57,207,44,27,0,4.98,4.95,4.95,4.98,5,4.95,11.09
36426634,273881796,7/5/2019,within an hour,t,1,t,t,Entire residential home,6,2 baths,3,4,$186.00 ,2,1125,19,45,49,75,57,30,1,4.91,4.93,4.91,4.98,4.49,4.91,2.08
36442879,84327527,7/17/2016,within an hour,t,2,t,f,Entire rental unit,8,2 baths,3,4,$293.00 ,3,1125,6,29,54,216,42,21,0,4.9,4.88,4.9,5,5,4.98,1.67
36452835,84327527,7/17/2016,within an hour,t,2,t,f,Entire rental unit,4,1 bath,2,3,$164.00 ,3,1125,16,33,45,54,12,8,1,5,4.92,5,5,5,4.83,0.43
36484674,20112998,7/7/2019,within an hour,t,1,t,f,Entire rental unit,2,1 bath,1,1,$118.00 ,2,100,8,27,47,197,55,30,4,4.96,4.96,4.95,5,4.85,4.89,1.98
36523298,255847683,4/14/2019,within an hour,t,2,t,f,Entire rental unit,2,1 bath,1,1,$65.00 ,30,1125,0,1,31,246,4,3,1,5,5,5,5,5,5,0.32
36800151,218602737,10/3/2018,within an hour,f,65,t,t,Entire rental unit,8,2 baths,4,4,$424.00 ,2,1125,13,35,65,289,22,12,1,4.91,4.82,4.82,4.82,5,4.73,0.9
36842556,122380652,3/24/2017,within an hour,f,696,t,f,Entire condominium (condo),6,2 baths,3,3,$368.00 ,30,1125,0,0,0,0,1,0,0,5,4,5,4,5,5,0.05
36880007,225641691,11/13/2018,within an hour,t,1,t,t,Entire residential home,16,5.5 baths,5,6,"$1,900.00 ",31,1125,30,60,90,180,0,0,0,,,,,,,
36915268,32921944,5/8/2015,within an hour,f,3,t,t,Entire residential home,2,1 bath,1,1,$79.00 ,1,1125,14,34,34,34,107,47,1,4.77,4.88,4.83,4.84,4.69,4.76,4.55
36920169,11485127,1/20/2014,within an hour,t,0,t,t,Entire residential home,4,1 bath,1,1,$105.00 ,2,90,8,38,68,311,18,12,1,5,5,4.89,5,5,4.89,0.72
37017501,110428121,1/8/2017,within an hour,t,1,t,t,Entire rental unit,6,2 baths,3,3,$300.00 ,3,1125,12,27,57,146,17,7,1,4.82,5,5,4.94,5,4.71,0.79
37051005,77115253,6/11/2016,within an hour,f,3,t,f,Entire residential home,12,3 baths,4,8,$406.00 ,30,1125,3,9,39,314,40,20,1,4.93,4.93,4.98,4.98,4.75,4.73,1.79
37088668,122380652,3/24/2017,within an hour,f,696,t,f,Entire residential home,6,2 baths,3,3,$156.00 ,30,1125,20,50,80,347,10,2,0,3.8,3.9,4.3,4.5,3.9,4.4,0.39
37098628,187676749,5/3/2018,within an hour,f,2,t,t,Entire rental unit,10,2 baths,2,7,$271.00 ,2,1125,6,18,48,279,47,24,1,4.64,4.77,4.53,4.89,4.96,4.85,2.02
37117326,119291090,3/5/2017,within an hour,f,12,t,t,Entire guest suite,2,1 bath,1,,$154.00 ,1,1125,23,47,77,352,18,17,1,4,4.06,4.61,4.44,4.89,4.11,18
37118137,218602737,10/3/2018,within an hour,f,65,t,t,Entire rental unit,8,2 baths,4,4,$876.00 ,2,1125,20,39,63,278,16,7,1,4.5,4.69,4.75,4.63,4.94,4.56,2.45
37154811,101652405,10/28/2016,within an hour,t,13,t,t,Entire residential home,8,2 baths,3,4,$217.00 ,1,1125,0,0,0,0,33,15,0,4.64,4.79,4.76,4.97,4.73,4.76,1.31
37234038,101652405,10/28/2016,within an hour,t,13,t,t,Entire residential home,10,3 baths,5,6,$523.00 ,1,1125,6,20,30,216,61,33,2,4.77,4.87,4.77,4.97,4.92,4.7,2.32
37234961,101652405,10/28/2016,within an hour,t,13,t,t,Entire residential home,10,4 baths,4,8,"$1,045.00 ",2,1125,19,35,62,254,35,23,2,4.83,4.94,4.91,4.8,4.94,4.6,3.9
37252495,57524536,2/5/2016,within an hour,t,0,t,f,Entire guest suite,2,1 bath,1,1,$75.00 ,2,14,4,15,39,85,66,39,4,4.89,4.91,4.91,4.95,4.98,4.86,2.9
37335551,270514344,6/22/2019,within an hour,t,2,t,f,Entire guest suite,2,1 bath,,1,$76.00 ,1,1125,19,45,75,343,32,17,4,4.78,4.91,4.94,4.97,4.97,4.75,1.62
37337268,252108826,3/30/2019,within an hour,t,2,t,t,Entire residential home,12,2 baths,3,7,$620.00 ,30,1125,30,60,90,180,13,1,1,4.92,5,4.77,5,4.77,4.92,0.51
37367199,46564893,10/14/2015,within an hour,f,3,t,f,Entire rental unit,6,1 bath,2,3,$182.00 ,3,1125,22,39,69,135,21,5,1,4.81,4.71,4.71,4.9,4.95,4.57,1.02
37419868,9946901,11/11/2013,within an hour,t,4,t,t,Entire townhouse,10,4.5 baths,4,5,$595.00 ,3,1125,8,13,28,210,42,19,3,5,5,5,5,5,4.86,1.55
37497927,277708018,7/20/2019,within an hour,f,1,t,f,Entire condominium (condo),2,1 bath,1,1,$175.00 ,4,1125,0,0,0,0,100,43,0,4.68,4.79,4.67,4.93,4.91,4.72,3.82
37516664,116837540,2/17/2017,within an hour,f,6,t,t,Entire residential home,10,3.5 baths,5,,"$1,000.00 ",2,1125,29,59,89,364,0,0,0,,,,,,,
37518960,47399274,10/25/2015,within an hour,t,1,t,f,Entire residential home,6,2 baths,2,4,$180.00 ,3,1125,0,0,0,0,53,31,6,4.9,4.88,4.83,5,4.98,4.94,6.65
37595810,237416142,1/18/2019,within an hour,t,17,t,f,Entire residential home,14,3 baths,4,7,$522.00 ,3,1125,23,53,83,170,51,47,4,4.96,4.98,4.94,5,4.69,4.96,4.64
37595900,237416142,1/18/2019,within an hour,t,17,t,f,Entire residential home,10,2 baths,3,5,$216.00 ,3,1125,21,51,81,188,38,25,0,4.89,5,4.82,4.84,4.89,4.87,1.43
37626518,183550796,4/10/2018,within an hour,t,3,t,f,Entire residential home,8,2 baths,4,5,$113.00 ,3,1125,14,44,74,161,34,23,0,4.82,4.88,4.82,4.97,4.85,4.85,5.93
37690300,64981903,3/29/2016,within an hour,f,4,t,t,Entire residential home,6,2 baths,2,6,$109.00 ,1,1125,3,3,3,3,141,68,2,4.74,4.79,4.85,4.94,4.64,4.73,6.7
37708253,23619270,11/11/2014,within an hour,t,4,t,t,Entire rental unit,4,1 bath,1,2,$105.00 ,2,60,5,14,42,270,66,49,5,4.88,4.92,4.85,4.95,4.82,4.86,3.91
37752132,186629408,4/27/2018,within an hour,t,3,t,t,Entire residential home,6,2.5 baths,3,3,$225.00 ,2,15,22,22,22,22,47,31,1,4.87,4.94,4.94,4.94,4.87,4.89,2.19
37859270,133987705,6/7/2017,within an hour,t,0,t,f,Entire rental unit,2,1 bath,1,1,$73.00 ,3,28,5,15,32,32,94,53,5,4.89,4.93,4.97,4.96,4.94,4.86,8.95
37944426,64365837,3/24/2016,within an hour,t,61,t,t,Entire cottage,6,2 baths,3,3,$312.00 ,2,1125,15,40,61,131,72,31,3,4.75,4.86,4.88,4.88,4.89,4.76,2.76
37965229,110495400,1/8/2017,within an hour,t,0,t,f,Entire townhouse,6,1 bath,2,3,$160.00 ,2,28,10,34,64,144,45,38,3,4.84,5,4.96,4.96,4.98,4.87,2.8
38021461,288474109,8/23/2019,within an hour,t,0,t,f,Entire guest suite,2,1 bath,,1,$53.00 ,1,1125,12,34,43,292,48,23,3,4.9,4.92,4.88,4.94,4.85,4.88,1.96
38039104,288637645,8/24/2019,within an hour,t,1,t,f,Entire residential home,6,2 baths,3,4,$268.00 ,2,1125,0,1,5,143,59,43,3,4.88,4.93,4.92,4.93,4.75,4.93,2.71
38048801,156843502,10/30/2017,within an hour,t,0,t,t,Entire residential home,3,1 bath,1,2,$99.00 ,2,1125,28,58,88,169,55,24,3,4.78,4.78,4.91,4.95,4.51,4.56,2.64
38066639,64823547,3/28/2016,within an hour,t,30,t,t,Entire rental unit,4,2 baths,2,2,$249.00 ,2,120,0,0,0,193,30,10,5,4.83,4.9,4.97,4.86,4.97,4.79,1.22
38067343,64823547,3/28/2016,within an hour,t,30,t,t,Entire rental unit,4,2 baths,2,3,$213.00 ,1,60,1,13,13,248,93,47,3,4.86,4.9,4.95,4.95,4.98,4.83,4.21
38071494,270349076,6/21/2019,within an hour,t,3,t,f,Entire residential home,6,1 bath,2,3,$160.00 ,3,1125,22,52,82,199,45,29,1,4.89,4.96,4.98,4.98,4.73,4.91,1.82
38096983,122380652,3/24/2017,within an hour,f,696,t,f,Entire loft,6,1 bath,,4,$139.00 ,30,1125,0,0,0,0,1,0,0,5,5,5,5,5,5,0.05
38165731,224529545,11/6/2018,within an hour,t,0,t,f,Entire residential home,6,1 bath,2,3,$146.00 ,3,30,20,44,74,157,30,13,1,4.83,4.87,4.83,5,4.07,4.83,1.2
38233893,290525335,8/31/2019,within an hour,t,0,t,t,Entire townhouse,8,3.5 baths,4,4,$425.00 ,3,60,12,28,47,203,26,13,4,4.96,4.96,4.88,5,5,4.85,1
38246057,222277612,10/23/2018,within an hour,t,3,t,t,Entire residential home,10,3 baths,5,7,$424.00 ,2,365,26,56,86,357,46,21,0,4.85,4.96,4.93,4.89,4.59,4.63,2.02
38254373,64365837,3/24/2016,within an hour,t,61,t,t,Entire residential home,4,1 bath,2,3,$156.00 ,2,1125,11,33,60,234,107,58,5,4.95,5,4.96,4.95,4.97,4.86,4.89
38328309,39839266,7/28/2015,within an hour,t,13,t,t,Entire residential home,6,1 bath,2,3,$158.00 ,3,1000,23,53,83,176,19,13,2,4.74,4.79,4.89,4.89,4.53,4.74,5.14
38350427,291848379,9/4/2019,within an hour,t,0,t,t,Entire condominium (condo),6,3.5 baths,3,3,$490.00 ,1,365,11,26,45,174,36,21,1,5,5,5,5,5,4.89,1.44
38377459,39359015,7/23/2015,within an hour,t,2,t,t,Entire rental unit,5,1.5 baths,1,2,$122.00 ,2,28,0,0,0,0,47,10,1,4.89,4.87,4.91,4.94,4.72,4.83,2.22
38431249,292907667,9/7/2019,within an hour,f,0,t,t,Entire residential home,8,1 bath,3,3,$166.00 ,2,1125,11,38,65,310,48,28,0,4.58,4.73,4.77,4.83,4.31,4.63,6.15
38489419,293501021,9/9/2019,within an hour,t,2,t,t,Entire rental unit,2,1 bath,1,1,$93.00 ,2,1125,6,24,54,129,150,89,9,4.83,4.9,4.79,4.95,4.83,4.82,6.76
38490971,64823547,3/28/2016,within an hour,t,30,t,t,Entire residential home,2,1 bath,,1,$92.00 ,1,60,6,35,60,329,61,35,6,4.9,4.93,4.85,4.97,4.82,4.85,3.06
38519638,64365837,3/24/2016,within an hour,t,61,t,t,Entire residential home,6,2 baths,3,3,$216.00 ,2,1125,15,15,15,15,38,15,1,4.87,4.92,4.95,4.97,4.71,4.82,1.55
38542237,288470899,8/23/2019,within an hour,t,1,t,t,Entire residential home,10,3 baths,5,8,$607.00 ,30,1125,18,48,75,328,42,12,0,4.69,4.69,4.81,4.81,4.69,4.45,1.68
38547892,293742020,9/10/2019,within an hour,t,38,t,t,Entire rental unit,4,2 baths,2,3,$335.00 ,1,365,22,47,77,342,15,8,0,5,4.93,4.93,5,4.87,4.67,0.61
38575850,293742020,9/10/2019,within an hour,t,38,t,t,Entire rental unit,8,2 baths,2,4,$325.00 ,1,365,20,41,66,318,12,8,1,5,5,5,5,5,4.83,2.69
38580497,293742020,9/10/2019,within an hour,t,38,t,t,Entire condominium (condo),6,2 baths,2,3,$348.00 ,1,365,12,28,49,248,5,0,0,5,5,5,5,5,5,0.19
38643965,34534338,5/29/2015,within an hour,t,0,t,t,Entire residential home,4,1 bath,2,2,$115.00 ,2,1125,4,5,18,18,53,37,4,4.91,4.98,4.96,4.96,4.94,4.87,2.42
38669254,218602737,10/3/2018,within an hour,f,65,t,t,Entire rental unit,2,1 bath,1,1,$178.00 ,2,1125,30,60,90,317,87,61,0,4.66,4.67,4.76,4.55,4.62,4.65,7.48
38670603,295458060,9/16/2019,within an hour,t,0,t,t,Entire residential home,8,1 bath,2,3,$197.00 ,2,90,28,56,59,84,31,12,2,4.94,4.94,4.9,4.84,4.84,4.71,1.21
38674308,293742020,9/10/2019,within an hour,t,38,t,t,Entire rental unit,4,2 baths,2,4,$325.00 ,1,365,19,49,75,309,2,1,0,5,5,4.5,5,5,4.5,0.09
38674309,293742020,9/10/2019,within an hour,t,38,t,t,Entire condominium (condo),6,2 baths,2,3,$325.00 ,1,365,13,36,61,294,4,1,0,5,5,5,5,5,5,0.16
38674310,293742020,9/10/2019,within an hour,t,38,t,t,Entire condominium (condo),6,2 baths,2,3,$348.00 ,1,365,20,50,80,345,1,1,1,4,5,5,5,4,5,1
38725179,8329708,8/22/2013,within an hour,t,9,t,t,Entire residential home,8,2 baths,4,6,$284.00 ,3,1125,17,42,67,150,63,26,1,4.87,4.87,4.81,4.89,4.73,4.79,2.7
38731289,267363527,6/9/2019,within an hour,t,4,t,t,Entire residential home,10,2.5 baths,3,7,$453.00 ,30,1125,15,26,42,88,51,17,0,4.98,4.98,4.92,5,4.86,4.94,2.33
38750135,294333088,9/12/2019,within an hour,t,5,t,t,Entire loft,2,1 bath,1,1,$59.00 ,1,1125,0,0,0,0,45,5,0,4.78,4.89,4.71,5,4.58,4.76,2.19
38777511,8118306,8/12/2013,within an hour,t,41,t,t,Entire residential home,6,2 baths,3,3,$206.00 ,3,1125,23,51,81,244,31,17,2,4.84,4.87,4.68,4.97,4.97,4.81,1.21
38780061,218602737,10/3/2018,within an hour,f,65,t,t,Entire rental unit,2,1 bath,1,1,$178.00 ,2,1125,28,58,88,234,25,4,1,4.04,4.4,4.48,4.12,4.92,4.24,1.15
38847557,110219225,1/6/2017,within an hour,f,0,t,t,Entire guesthouse,4,1 bath,,2,$136.00 ,3,1125,0,0,0,5,4,0,0,5,5,4.75,5,4.75,5,0.19
38849597,136061325,6/20/2017,within an hour,t,2,t,t,Entire rental unit,5,1 bath,2,2,$106.00 ,1,1125,11,27,57,113,29,14,1,4.83,4.97,4.83,5,4.97,4.9,1.43
38869029,46564893,10/14/2015,within an hour,f,3,t,f,Entire rental unit,12,3 baths,4,7,$547.00 ,3,1125,22,39,69,134,30,23,0,4.63,4.73,4.2,4.77,4.87,4.67,8.57
38874047,297700611,9/24/2019,within an hour,f,2,t,f,Entire townhouse,7,2 baths,3,3,$259.00 ,2,1125,17,39,69,309,14,4,1,4.77,4.92,5,4.77,4.77,4.77,0.7
38883183,46668109,10/15/2015,within an hour,f,9,t,t,Entire rental unit,2,1 bath,1,1,$94.00 ,1,365,11,23,25,25,157,65,11,4.68,4.87,4.94,4.96,4.8,4.81,6.81
38896486,5309608,3/3/2013,within an hour,t,2,t,t,Entire rental unit,3,1 bath,1,2,$84.00 ,5,360,7,37,53,65,18,10,1,4.83,5,4.83,5,4.89,4.94,0.76
38897306,218602737,10/3/2018,within an hour,f,65,t,t,Entire rental unit,4,2 baths,2,2,$272.00 ,2,1125,24,54,84,311,33,13,1,4.69,4.97,4.84,4.84,4.47,4.66,1.53
38910034,12680956,2/28/2014,within an hour,t,1,t,t,Entire townhouse,8,3 baths,4,7,$660.00 ,3,28,16,23,37,253,36,19,2,5,4.97,5,5,4.94,4.78,7.2
38974321,259267229,5/1/2019,within an hour,f,0,t,f,Entire cottage,6,2 baths,3,3,$214.00 ,2,1125,22,45,75,75,11,3,1,4.91,4.91,4.82,4.91,4.64,4.73,0.44
39003219,298769780,9/29/2019,within an hour,f,13,t,t,Entire condominium (condo),6,1 bath,2,3,$317.00 ,3,30,10,36,63,310,62,41,3,4.4,4.35,4.44,4.55,4.85,4.31,2.8
39003644,298769780,9/29/2019,within an hour,f,13,t,t,Entire condominium (condo),4,1 bath,,2,$313.00 ,3,30,26,56,86,361,88,64,1,4.57,4.51,4.58,4.82,4.95,4.56,4.36
39005322,298769780,9/29/2019,within an hour,f,13,t,t,Entire condominium (condo),4,1 bath,2,2,$324.00 ,3,30,18,45,75,338,71,52,1,4.32,4.51,4.66,4.58,4.85,4.41,17.75
39005611,298769780,9/29/2019,within an hour,f,13,t,t,Entire condominium (condo),4,1 bath,,2,$316.00 ,3,30,24,54,84,359,48,44,0,4.69,4.75,4.71,4.81,4.9,4.75,3.17
